"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Measure Start Date","Measure End Date"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Emergency Department","OP_21","Median time to pain med","62","351","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Emergency Department","OP_22","Left before being seen","5","117192","","01/01/2015","12/31/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Emergency Department","OP_23","Head CT results","63","19","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Colonoscopy care","OP_29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","84","101","","01/01/2015","12/31/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Colonoscopy care","OP_30","Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use","91","81","","01/01/2015","12/31/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Cataract surgery outcome","OP_31","Improvement in Patient�s Visual Function within 90 Days Following Cataract Surgery","Not Available","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Heart Attack or Chest Pain","OP_3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Not Available","Not Available","3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Heart Attack or Chest Pain","OP_4","Aspirin at Arrival","96","54","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Heart Attack or Chest Pain","OP_5","Median Time to ECG","8","56","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Pregnancy and Delivery Care","PC_01","Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary","2","262","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Stroke Care","STK_4","Thrombolytic Therapy","100","38","3 - Results are based on a shorter time period than required.","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Blood Clot Prevention and Treatment","VTE_5","Warfarin therapy discharge instructions","99","79","2 - Data submitted were based on a sample of cases/patients., 3 - Results are based on a shorter time period than required.","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Blood Clot Prevention and Treatment","VTE_6","Hospital acquired potentially preventable venous thromboembolism","3","32","2 - Data submitted were based on a sample of cases/patients., 3 - Results are based on a shorter time period than required.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Emergency Department","ED_1b","ED1","355","475","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Emergency Department","ED_2b","ED2","144","474","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Emergency Department","EDV","Emergency department volume","Very High (60,000+ patients annually)","","","01/01/2015","12/31/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Preventive Care","IMM_2","Immunization for influenza","95","546","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","03/31/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Preventive Care","IMM_3_OP_27_FAC_ADHPCT","Healthcare workers given influenza vaccination","96","11393","","10/01/2015","03/31/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Heart Attack or Chest Pain","OP_1","Median Time to Fibrinolysis","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Emergency Department","OP_18b","OP 18","221","366","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Heart Attack or Chest Pain","OP_2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Emergency Department","OP_20","Door to diagnostic eval","36","407","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Emergency Department","OP_21","Median time to pain med","60","180","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Emergency Department","OP_22","Left before being seen","4","100655","","01/01/2015","12/31/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Emergency Department","OP_23","Head CT results","55","11","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Colonoscopy care","OP_29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","83","54","","01/01/2015","12/31/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Colonoscopy care","OP_30","Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use","100","72","","01/01/2015","12/31/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Cataract surgery outcome","OP_31","Improvement in Patient�s Visual Function within 90 Days Following Cataract Surgery","Not Available","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Heart Attack or Chest Pain","OP_3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Heart Attack or Chest Pain","OP_4","Aspirin at Arrival","Not Available","Not Available","3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Heart Attack or Chest Pain","OP_5","Median Time to ECG","Not Available","Not Available","3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Pregnancy and Delivery Care","PC_01","Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary","0","44","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Stroke Care","STK_4","Thrombolytic Therapy","95","19","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Blood Clot Prevention and Treatment","VTE_5","Warfarin therapy discharge instructions","92","150","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Blood Clot Prevention and Treatment","VTE_6","Hospital acquired potentially preventable venous thromboembolism","1","70","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Emergency Department","ED_1b","ED1","280","597","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Emergency Department","ED_2b","ED2","88","597","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Emergency Department","EDV","Emergency department volume","Medium (20,000 - 39,999 patients annually)","","","01/01/2015","12/31/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Preventive Care","IMM_2","Immunization for influenza","100","382","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","03/31/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Preventive Care","IMM_3_OP_27_FAC_ADHPCT","Healthcare workers given influenza vaccination","95","1023","","10/01/2015","03/31/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Heart Attack or Chest Pain","OP_1","Median Time to Fibrinolysis","Not Available","Not Available","7 - No cases met the criteria for this measure.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Emergency Department","OP_18b","OP 18","160","466","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Heart Attack or Chest Pain","OP_2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Not Available","Not Available","7 - No cases met the criteria for this measure.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Emergency Department","OP_20","Door to diagnostic eval","17","523","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Emergency Department","OP_21","Median time to pain med","56","95","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Emergency Department","OP_22","Left before being seen","2","38420","","01/01/2015","12/31/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Emergency Department","OP_23","Head CT results","90","40","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Colonoscopy care","OP_29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","99","172","","01/01/2015","12/31/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Colonoscopy care","OP_30","Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use","100","407","","01/01/2015","12/31/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Cataract surgery outcome","OP_31","Improvement in Patient�s Visual Function within 90 Days Following Cataract Surgery","Not Available","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Heart Attack or Chest Pain","OP_3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","40","16","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Heart Attack or Chest Pain","OP_4","Aspirin at Arrival","100","184","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Heart Attack or Chest Pain","OP_5","Median Time to ECG","11","194","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Pregnancy and Delivery Care","PC_01","Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary","0","28","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Stroke Care","STK_4","Thrombolytic Therapy","Not Available","Not Available","7 - No cases met the criteria for this measure.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Blood Clot Prevention and Treatment","VTE_5","Warfarin therapy discharge instructions","Not Available","Not Available","1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Blood Clot Prevention and Treatment","VTE_6","Hospital acquired potentially preventable venous thromboembolism","Not Available","Not Available","1 - The number of cases/patients is too few to report., 2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Emergency Department","ED_1b","ED1","364","674","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Emergency Department","ED_2b","ED2","117","674","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Emergency Department","EDV","Emergency department volume","Very High (60,000+ patients annually)","","","01/01/2015","12/31/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Preventive Care","IMM_2","Immunization for influenza","98","546","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","03/31/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Preventive Care","IMM_3_OP_27_FAC_ADHPCT","Healthcare workers given influenza vaccination","97","3308","","10/01/2015","03/31/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Heart Attack or Chest Pain","OP_1","Median Time to Fibrinolysis","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Emergency Department","OP_18b","OP 18","160","349","","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Heart Attack or Chest Pain","OP_2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Emergency Department","OP_20","Door to diagnostic eval","64","406","","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Emergency Department","OP_21","Median time to pain med","93","168","","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Emergency Department","OP_22","Left before being seen","3","63064","","01/01/2015","12/31/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Emergency Department","OP_23","Head CT results","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Colonoscopy care","OP_29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","Not Available","Not Available","1 - The number of cases/patients is too few to report.","01/01/2015","12/31/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Colonoscopy care","OP_30","Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use","100","67","","01/01/2015","12/31/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Cataract surgery outcome","OP_31","Improvement in Patient�s Visual Function within 90 Days Following Cataract Surgery","Not Available","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Heart Attack or Chest Pain","OP_3b","Median Time to Transfer to Another Facility for Acute Coronary Intervention","Not Available","Not Available","5 - Results are not available for this reporting period.","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Heart Attack or Chest Pain","OP_4","Aspirin at Arrival","100","17","","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Heart Attack or Chest Pain","OP_5","Median Time to ECG","10","17","","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Pregnancy and Delivery Care","PC_01","Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary","1","212","","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Stroke Care","STK_4","Thrombolytic Therapy","95","19","","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Blood Clot Prevention and Treatment","VTE_5","Warfarin therapy discharge instructions","100","53","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Blood Clot Prevention and Treatment","VTE_6","Hospital acquired potentially preventable venous thromboembolism","11","19","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Emergency Department","ED_1b","ED1","338","744","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Emergency Department","ED_2b","ED2","171","743","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Emergency Department","EDV","Emergency department volume","High (40,000 - 59,999 patients annually)","","","01/01/2015","12/31/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Preventive Care","IMM_2","Immunization for influenza","96","483","2 - Data submitted were based on a sample of cases/patients.","10/01/2015","03/31/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Preventive Care","IMM_3_OP_27_FAC_ADHPCT","Healthcare workers given influenza vaccination","99","1396","","10/01/2015","03/31/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Heart Attack or Chest Pain","OP_1","Median Time to Fibrinolysis","Not Available","Not Available","7 - No cases met the criteria for this measure.","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Emergency Department","OP_18b","OP 18","140","379","","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Heart Attack or Chest Pain","OP_2","Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival","Not Available","Not Available","7 - No cases met the criteria for this measure.","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Emergency Department","OP_20","Door to diagnostic eval","68","383","","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Emergency Department","OP_21","Median time to pain med","70","168","","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Emergency Department","OP_22","Left before being seen","2","56344","","01/01/2015","12/31/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Emergency Department","OP_23","Head CT results","Not Available","Not Available","1 - The number of cases/patients is too few to report.","10/01/2015","09/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Colonoscopy care","OP_29","Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients","92","71","","01/01/2015","12/31/2015"
