"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Score","Footnote","Measure Start Date","Measure End Date"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","SSI: Abdominal Predicted Cases","HAI_4_ELIGCASES","No Different than National Benchmark","2.603","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","SSI: Abdominal Observed Cases","HAI_4_NUMERATOR","No Different than National Benchmark","3","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","No Different than National Benchmark","1.153","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","No Different than National Benchmark","0.250","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","No Different than National Benchmark","1.894","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","MRSA Patient Days","HAI_5_DOPC_DAYS","No Different than National Benchmark","108388","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","MRSA Predicted Cases","HAI_5_ELIGCASES","No Different than National Benchmark","5.094","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","MRSA Observed Cases","HAI_5_NUMERATOR","No Different than National Benchmark","4","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","No Different than National Benchmark","0.785","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","Better than the National Benchmark","0.506","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Better than the National Benchmark","0.904","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","C.diff Patient Days","HAI_6_DOPC_DAYS","Better than the National Benchmark","97703","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","C.diff Predicted Cases","HAI_6_ELIGCASES","Better than the National Benchmark","67.304","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","C.diff Observed Cases","HAI_6_NUMERATOR","Better than the National Benchmark","46","","10/01/2015","09/30/2016"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Better than the National Benchmark","0.683","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CLABSI: Upper Confidence Limit","HAI_1_CI_UPPER","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CLABSI: Number of Device Days","HAI_1_DOPC_DAYS","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CLABSI: Predicted Cases","HAI_1_ELIGCASES","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CLABSI: Observed Cases","HAI_1_NUMERATOR","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Central line-associated bloodstream infections (CLABSI) in ICUs and select wards","HAI_1_SIR","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CAUTI: Number of Urinary Catheter Days","HAI_2_DOPC_DAYS","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CAUTI: Predicted Cases","HAI_2_ELIGCASES","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","CAUTI: Observed Cases","HAI_2_NUMERATOR","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","No Different than National Benchmark","0.849","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","No Different than National Benchmark","2.099","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Colon, Number of Procedures","HAI_3_DOPC_DAYS","No Different than National Benchmark","514","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Colon Predicted Cases","HAI_3_ELIGCASES","No Different than National Benchmark","13.874","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Colon Observed Cases","HAI_3_NUMERATOR","No Different than National Benchmark","19","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","No Different than National Benchmark","1.369","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","No Different than National Benchmark","0.329","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","No Different than National Benchmark","2.499","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Abdominal, Number of Procedures","HAI_4_DOPC_DAYS","No Different than National Benchmark","480","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Abdominal Predicted Cases","HAI_4_ELIGCASES","No Different than National Benchmark","3.861","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","SSI: Abdominal Observed Cases","HAI_4_NUMERATOR","No Different than National Benchmark","4","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","No Different than National Benchmark","1.036","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","No Different than National Benchmark","0.470","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","No Different than National Benchmark","1.352","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","MRSA Patient Days","HAI_5_DOPC_DAYS","No Different than National Benchmark","207706","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","MRSA Predicted Cases","HAI_5_ELIGCASES","No Different than National Benchmark","16.965","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","MRSA Observed Cases","HAI_5_NUMERATOR","No Different than National Benchmark","14","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","No Different than National Benchmark","0.825","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","No Different than National Benchmark","0.747","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","No Different than National Benchmark","1.040","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","C.diff Patient Days","HAI_6_DOPC_DAYS","No Different than National Benchmark","188068","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","C.diff Predicted Cases","HAI_6_ELIGCASES","No Different than National Benchmark","158.281","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","C.diff Observed Cases","HAI_6_NUMERATOR","No Different than National Benchmark","140","","10/01/2015","09/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","No Different than National Benchmark","0.885","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CLABSI: Lower Confidence Limit","HAI_1_CI_LOWER","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CLABSI: Upper Confidence Limit","HAI_1_CI_UPPER","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CLABSI: Number of Device Days","HAI_1_DOPC_DAYS","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CLABSI: Predicted Cases","HAI_1_ELIGCASES","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CLABSI: Observed Cases","HAI_1_NUMERATOR","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Central line-associated bloodstream infections (CLABSI) in ICUs and select wards","HAI_1_SIR","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CAUTI: Upper Confidence Limit","HAI_2_CI_UPPER","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CAUTI: Number of Urinary Catheter Days","HAI_2_DOPC_DAYS","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CAUTI: Predicted Cases","HAI_2_ELIGCASES","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","CAUTI: Observed Cases","HAI_2_NUMERATOR","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards","HAI_2_SIR","Not Available","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Colon, Number of Procedures","HAI_3_DOPC_DAYS","Not Available","35","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Colon Predicted Cases","HAI_3_ELIGCASES","Not Available","0.848","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Colon Observed Cases","HAI_3_NUMERATOR","Not Available","0","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Abdominal, Number of Procedures","HAI_4_DOPC_DAYS","Not Available","30","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Abdominal Predicted Cases","HAI_4_ELIGCASES","Not Available","0.264","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","SSI: Abdominal Observed Cases","HAI_4_NUMERATOR","Not Available","1","","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2015","09/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2015","09/30/2016"
