"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure ID","Measure Name","Score","Footnote","Measure Start Date","Measure End Date"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","OP_11","Thorax CT Use of Contrast Material","0.0","","07/01/2015","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.3","","07/01/2015","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.6","","07/01/2015","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","OP_8","MRI Lumbar Spine for Low Back Pain","34.7","","07/01/2015","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","OP_9","Mammography Follow-up Rates","8.5","","07/01/2015","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","OP_10","Abdomen CT Use of Contrast Material","1.4","","07/01/2015","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","OP_11","Thorax CT Use of Contrast Material","0.0","","07/01/2015","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.6","","07/01/2015","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.6","","07/01/2015","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","OP_8","MRI Lumbar Spine for Low Back Pain","33.3","","07/01/2015","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","OP_9","Mammography Follow-up Rates","4.6","","07/01/2015","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","OP_10","Abdomen CT Use of Contrast Material","3.8","","07/01/2015","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","OP_11","Thorax CT Use of Contrast Material","0.0","","07/01/2015","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.6","","07/01/2015","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.7","","07/01/2015","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","OP_8","MRI Lumbar Spine for Low Back Pain","37.4","","07/01/2015","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","OP_9","Mammography Follow-up Rates","6.9","","07/01/2015","06/30/2016"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","OP_10","Abdomen CT Use of Contrast Material","4.5","","07/01/2015","06/30/2016"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","OP_11","Thorax CT Use of Contrast Material","1.1","","07/01/2015","06/30/2016"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.9","","07/01/2015","06/30/2016"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.8","","07/01/2015","06/30/2016"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","OP_8","MRI Lumbar Spine for Low Back Pain","39.5","","07/01/2015","06/30/2016"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","OP_9","Mammography Follow-up Rates","8.1","","07/01/2015","06/30/2016"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","OP_10","Abdomen CT Use of Contrast Material","6.4","","07/01/2015","06/30/2016"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","OP_11","Thorax CT Use of Contrast Material","0.1","","07/01/2015","06/30/2016"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.8","","07/01/2015","06/30/2016"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.7","","07/01/2015","06/30/2016"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","OP_8","MRI Lumbar Spine for Low Back Pain","47.7","","07/01/2015","06/30/2016"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","OP_9","Mammography Follow-up Rates","7.7","","07/01/2015","06/30/2016"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","OP_10","Abdomen CT Use of Contrast Material","4.8","","07/01/2015","06/30/2016"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","OP_11","Thorax CT Use of Contrast Material","0.6","","07/01/2015","06/30/2016"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.7","","07/01/2015","06/30/2016"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.9","","07/01/2015","06/30/2016"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","OP_8","MRI Lumbar Spine for Low Back Pain","37.3","","07/01/2015","06/30/2016"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","OP_9","Mammography Follow-up Rates","6.5","","07/01/2015","06/30/2016"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","OP_10","Abdomen CT Use of Contrast Material","15.9","","07/01/2015","06/30/2016"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","OP_11","Thorax CT Use of Contrast Material","4.4","","07/01/2015","06/30/2016"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.2","","07/01/2015","06/30/2016"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.7","","07/01/2015","06/30/2016"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","OP_8","MRI Lumbar Spine for Low Back Pain","36.7","","07/01/2015","06/30/2016"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","OP_9","Mammography Follow-up Rates","10.6","","07/01/2015","06/30/2016"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","OP_10","Abdomen CT Use of Contrast Material","11.0","","07/01/2015","06/30/2016"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","OP_11","Thorax CT Use of Contrast Material","11.0","","07/01/2015","06/30/2016"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.8","","07/01/2015","06/30/2016"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.0","","07/01/2015","06/30/2016"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","OP_8","MRI Lumbar Spine for Low Back Pain","40.6","","07/01/2015","06/30/2016"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","OP_9","Mammography Follow-up Rates","8.1","","07/01/2015","06/30/2016"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","OP_10","Abdomen CT Use of Contrast Material","0.5","","07/01/2015","06/30/2016"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","OP_11","Thorax CT Use of Contrast Material","0.0","","07/01/2015","06/30/2016"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.4","","07/01/2015","06/30/2016"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.2","","07/01/2015","06/30/2016"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1 - The number of cases/patients is too few to report.","07/01/2015","06/30/2016"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","OP_9","Mammography Follow-up Rates","4.3","","07/01/2015","06/30/2016"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","OP_10","Abdomen CT Use of Contrast Material","9.0","","07/01/2015","06/30/2016"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","OP_11","Thorax CT Use of Contrast Material","2.2","","07/01/2015","06/30/2016"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.9","","07/01/2015","06/30/2016"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.5","","07/01/2015","06/30/2016"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","OP_8","MRI Lumbar Spine for Low Back Pain","44.6","","07/01/2015","06/30/2016"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","OP_9","Mammography Follow-up Rates","15.2","","07/01/2015","06/30/2016"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","OP_10","Abdomen CT Use of Contrast Material","10.0","","07/01/2015","06/30/2016"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","OP_11","Thorax CT Use of Contrast Material","10.7","","07/01/2015","06/30/2016"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.7","","07/01/2015","06/30/2016"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.2","","07/01/2015","06/30/2016"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1 - The number of cases/patients is too few to report.","07/01/2015","06/30/2016"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","OP_9","Mammography Follow-up Rates","11.4","","07/01/2015","06/30/2016"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","OP_10","Abdomen CT Use of Contrast Material","7.6","","07/01/2015","06/30/2016"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","OP_11","Thorax CT Use of Contrast Material","1.7","","07/01/2015","06/30/2016"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.9","","07/01/2015","06/30/2016"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.7","","07/01/2015","06/30/2016"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","OP_8","MRI Lumbar Spine for Low Back Pain","42.5","","07/01/2015","06/30/2016"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","OP_9","Mammography Follow-up Rates","3.6","","07/01/2015","06/30/2016"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","OP_10","Abdomen CT Use of Contrast Material","3.0","","07/01/2015","06/30/2016"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","OP_11","Thorax CT Use of Contrast Material","0.4","","07/01/2015","06/30/2016"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1 - The number of cases/patients is too few to report.","07/01/2015","06/30/2016"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.4","","07/01/2015","06/30/2016"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","OP_8","MRI Lumbar Spine for Low Back Pain","43.3","","07/01/2015","06/30/2016"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","OP_9","Mammography Follow-up Rates","Not Available","7 - No cases met the criteria for this measure.","07/01/2015","06/30/2016"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","OP_10","Abdomen CT Use of Contrast Material","1.1","","07/01/2015","06/30/2016"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","OP_11","Thorax CT Use of Contrast Material","0.0","","07/01/2015","06/30/2016"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.7","","07/01/2015","06/30/2016"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.3","","07/01/2015","06/30/2016"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","OP_8","MRI Lumbar Spine for Low Back Pain","51.3","","07/01/2015","06/30/2016"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","OP_9","Mammography Follow-up Rates","10.4","","07/01/2015","06/30/2016"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","OP_10","Abdomen CT Use of Contrast Material","7.3","","07/01/2015","06/30/2016"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","OP_11","Thorax CT Use of Contrast Material","0.0","","07/01/2015","06/30/2016"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.3","","07/01/2015","06/30/2016"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.9","","07/01/2015","06/30/2016"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","OP_8","MRI Lumbar Spine for Low Back Pain","31.3","","07/01/2015","06/30/2016"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","OP_9","Mammography Follow-up Rates","9.2","","07/01/2015","06/30/2016"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","OP_10","Abdomen CT Use of Contrast Material","4.6","","07/01/2015","06/30/2016"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","OP_11","Thorax CT Use of Contrast Material","0.2","","07/01/2015","06/30/2016"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.9","","07/01/2015","06/30/2016"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.2","","07/01/2015","06/30/2016"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","OP_8","MRI Lumbar Spine for Low Back Pain","36.2","","07/01/2015","06/30/2016"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","OP_9","Mammography Follow-up Rates","10.3","","07/01/2015","06/30/2016"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","OP_10","Abdomen CT Use of Contrast Material","8.4","","07/01/2015","06/30/2016"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","OP_11","Thorax CT Use of Contrast Material","1.0","","07/01/2015","06/30/2016"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","0.0","","07/01/2015","06/30/2016"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.8","","07/01/2015","06/30/2016"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1 - The number of cases/patients is too few to report.","07/01/2015","06/30/2016"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","OP_9","Mammography Follow-up Rates","13.3","","07/01/2015","06/30/2016"
"340039","IREDELL MEMORIAL HOSPITAL INC","557 BROOKDALE DR  P O BOX 1828","STATESVILLE","NC","28677","IREDELL","7048735661","OP_10","Abdomen CT Use of Contrast Material","2.3","","07/01/2015","06/30/2016"
