"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Compared to National","Denominator","Score","Lower Estimate","Higher Estimate","Footnote","Measure Start Date","Measure End Date"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Pressure sores","PSI_3_ULCER","No Different than the National Rate","6097","0.54","0.00","1.09","","07/01/2013","06/30/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","No Different than the National Rate","188","124.20","85.96","162.44","","07/01/2013","06/30/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","No Different than the National Rate","15086","0.40","0.16","0.64","","07/01/2013","06/30/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Infections from a large venous catheter","PSI_7_CVCBI","No Different than the National Rate","10493","0.08","0.00","0.30","","07/01/2013","06/30/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Broken hip from a fall after surgery","PSI_8_POST_HIP","No Different than the National Rate","2197","0.06","0.06","0.06","","07/01/2013","06/30/2015"
"340001","CAROLINAS HEALTHCARE SYSTEM NORTHEAST","920 CHURCH ST N","CONCORD","NC","28025","CABARRUS","7047833000","Serious complications","PSI_90_SAFETY","No Different than the National Rate","Not Available","0.76","0.55","0.98","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","Better than the National Rate","1849","1.8","1.3","2.4","","04/01/2013","03/31/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","Better than the National Rate","1541","10.5","9.2","12.0","","07/01/2013","06/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Death rate for CABG","MORT_30_CABG","No Different than the National Rate","549","2.2","1.3","3.5","","07/01/2013","06/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Death rate for chronic obstructive pulmonary disease (COPD) patients","MORT_30_COPD","No Different than the National Rate","811","9.5","7.7","11.3","","07/01/2013","06/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","No Different than the National Rate","1467","10.6","9.3","12.1","","07/01/2013","06/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","No Different than the National Rate","1704","17.5","15.8","19.2","","07/01/2013","06/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Death rate for stroke patients","MORT_30_STK","Worse than the National Rate","1007","17.9","15.8","20.1","","07/01/2013","06/30/2016"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","No Different than the National Rate","11120","4.40","3.08","5.72","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Blood stream infection after surgery","PSI_13_POST_SEPSIS","Better than the National Rate","3637","4.50","0.92","8.07","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","No Different than the National Rate","1127","1.77","0.00","3.60","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","No Different than the National Rate","29507","1.40","1.01","1.80","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Pressure sores","PSI_3_ULCER","Better than the National Rate","12243","0.03","0.00","0.43","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","No Different than the National Rate","488","116.59","89.32","143.86","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","Worse than the National Rate","27383","0.62","0.43","0.81","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Infections from a large venous catheter","PSI_7_CVCBI","No Different than the National Rate","19834","0.18","0.01","0.34","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Broken hip from a fall after surgery","PSI_8_POST_HIP","No Different than the National Rate","5541","0.06","0.06","0.06","","07/01/2013","06/30/2015"
"340002","MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE","509 BILTMORE AVE","ASHEVILLE","NC","28801","BUNCOMBE","8282131111","Serious complications","PSI_90_SAFETY","No Different than the National Rate","Not Available","0.81","0.67","0.95","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","No Different than the National Rate","152","3.8","2.4","6.2","","04/01/2013","03/31/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2013","06/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Death rate for CABG","MORT_30_CABG","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2013","06/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Death rate for chronic obstructive pulmonary disease (COPD) patients","MORT_30_COPD","No Different than the National Rate","195","5.7","4.0","8.1","","07/01/2013","06/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","No Different than the National Rate","127","11.4","8.3","15.3","","07/01/2013","06/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","No Different than the National Rate","338","17.6","14.5","21.2","","07/01/2013","06/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Death rate for stroke patients","MORT_30_STK","No Different than the National Rate","71","14.2","10.5","18.8","","07/01/2013","06/30/2016"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","No Different than the National Rate","432","6.00","1.69","10.30","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Blood stream infection after surgery","PSI_13_POST_SEPSIS","No Different than the National Rate","96","12.43","4.49","20.36","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","No Different than the National Rate","106","2.20","0.00","4.47","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","No Different than the National Rate","2781","1.46","0.32","2.60","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Pressure sores","PSI_3_ULCER","No Different than the National Rate","827","0.28","0.00","1.45","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","No Different than the National Rate","2690","0.38","0.06","0.70","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Infections from a large venous catheter","PSI_7_CVCBI","No Different than the National Rate","1976","0.15","0.00","0.47","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Broken hip from a fall after surgery","PSI_8_POST_HIP","No Different than the National Rate","167","0.06","0.06","0.06","","07/01/2013","06/30/2015"
"340003","NORTHERN HOSPITAL OF SURRY COUNTY","830 ROCKFORD ST","MOUNT AIRY","NC","27030","SURRY","3367197000","Serious complications","PSI_90_SAFETY","No Different than the National Rate","Not Available","0.95","0.55","1.35","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","No Different than the National Rate","301","2.2","1.4","3.5","","04/01/2013","03/31/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","No Different than the National Rate","227","12.5","10.0","15.6","","07/01/2013","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Death rate for CABG","MORT_30_CABG","No Different than the National Rate","44","2.7","1.2","6.1","","07/01/2013","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Death rate for chronic obstructive pulmonary disease (COPD) patients","MORT_30_COPD","No Different than the National Rate","338","7.5","5.8","9.9","","07/01/2013","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","No Different than the National Rate","544","13.0","11.0","15.6","","07/01/2013","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","No Different than the National Rate","727","18.0","15.9","20.4","","07/01/2013","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Death rate for stroke patients","MORT_30_STK","No Different than the National Rate","278","13.7","11.0","17.0","","07/01/2013","06/30/2016"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","No Different than the National Rate","1673","4.80","1.72","7.88","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Blood stream infection after surgery","PSI_13_POST_SEPSIS","No Different than the National Rate","295","9.55","2.60","16.51","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","No Different than the National Rate","166","2.11","0.00","4.34","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","No Different than the National Rate","8637","1.16","0.31","2.01","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Pressure sores","PSI_3_ULCER","No Different than the National Rate","3102","0.11","0.00","0.85","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","No Different than the National Rate","91","134.78","89.83","179.73","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","No Different than the National Rate","8223","0.36","0.09","0.63","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Infections from a large venous catheter","PSI_7_CVCBI","No Different than the National Rate","5916","0.10","0.00","0.35","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Broken hip from a fall after surgery","PSI_8_POST_HIP","No Different than the National Rate","903","0.06","0.06","0.06","","07/01/2013","06/30/2015"
"340004","HIGH POINT REGIONAL HOSPITAL","601 N ELM ST","HIGH POINT","NC","27261","GUILFORD","3368786000","Serious complications","PSI_90_SAFETY","No Different than the National Rate","Not Available","0.76","0.46","1.05","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","No Different than the National Rate","190","2.9","1.8","4.5","","04/01/2013","03/31/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","No Different than the National Rate","119","13.0","9.9","16.8","","07/01/2013","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Death rate for CABG","MORT_30_CABG","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2013","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Death rate for chronic obstructive pulmonary disease (COPD) patients","MORT_30_COPD","No Different than the National Rate","222","7.5","5.4","10.6","","07/01/2013","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","No Different than the National Rate","349","11.8","9.2","15.2","","07/01/2013","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","No Different than the National Rate","261","15.5","12.4","19.0","","07/01/2013","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Death rate for stroke patients","MORT_30_STK","No Different than the National Rate","120","14.8","11.1","19.4","","07/01/2013","06/30/2016"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","No Different than the National Rate","690","4.96","1.04","8.87","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Blood stream infection after surgery","PSI_13_POST_SEPSIS","No Different than the National Rate","225","8.66","0.96","16.35","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","No Different than the National Rate","74","2.24","0.00","4.53","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","No Different than the National Rate","4219","0.82","0.00","1.95","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Pressure sores","PSI_3_ULCER","No Different than the National Rate","1593","0.18","0.00","1.12","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available","1 - The number of cases/patients is too few to report.","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","No Different than the National Rate","4098","0.34","0.04","0.65","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Infections from a large venous catheter","PSI_7_CVCBI","No Different than the National Rate","2783","0.14","0.00","0.43","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Broken hip from a fall after surgery","PSI_8_POST_HIP","No Different than the National Rate","255","0.06","0.06","0.06","","07/01/2013","06/30/2015"
"340008","SCOTLAND MEMORIAL HOSPITAL","500 LAUCHWOOD DR","LAURINBURG","NC","28352","SCOTLAND","9102917000","Serious complications","PSI_90_SAFETY","No Different than the National Rate","Not Available","0.69","0.31","1.07","","07/01/2013","06/30/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","No Different than the National Rate","412","3.2","2.1","4.6","","04/01/2013","03/31/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","No Different than the National Rate","143","16.0","12.9","19.3","","07/01/2013","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Death rate for CABG","MORT_30_CABG","Not Available","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period.","07/01/2013","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Death rate for chronic obstructive pulmonary disease (COPD) patients","MORT_30_COPD","No Different than the National Rate","382","7.5","5.8","9.6","","07/01/2013","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","No Different than the National Rate","425","10.1","7.9","12.7","","07/01/2013","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","No Different than the National Rate","692","17.7","15.5","20.2","","07/01/2013","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Death rate for stroke patients","MORT_30_STK","No Different than the National Rate","256","16.0","13.0","19.6","","07/01/2013","06/30/2016"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","No Different than the National Rate","1885","3.94","1.15","6.73","","07/01/2013","06/30/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Blood stream infection after surgery","PSI_13_POST_SEPSIS","No Different than the National Rate","185","10.86","3.45","18.27","","07/01/2013","06/30/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","No Different than the National Rate","265","2.43","0.29","4.56","","07/01/2013","06/30/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","No Different than the National Rate","8938","1.18","0.36","2.01","","07/01/2013","06/30/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Pressure sores","PSI_3_ULCER","No Different than the National Rate","2680","0.63","0.00","1.35","","07/01/2013","06/30/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","No Different than the National Rate","84","134.14","88.45","179.82","","07/01/2013","06/30/2015"
