"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Measure Response","Footnote","Measure Start Date","Measure End Date"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","GOLDSBORO","NC","27534","WAYNE","9197361110","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","Able to receive lab results electronically","OP_12","No","","01/01/2015","12/31/2015"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","No","","01/01/2015","12/31/2015"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","Nursing care registry","SM_PART_NURSE","N","","01/01/2015","12/31/2015"
"340013","RUTHERFORD REGIONAL MEDICAL CENTER","288 SOUTH RIDGECREST AVE","RUTHERFORDTON","NC","28139","RUTHERFORD","8282865000","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","Multispecialty surgical registry","ACS_REGISTRY","Y","","07/01/2015","06/30/2016"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","General Surgery Registry","SM_PART_GEN_SURG","Y","","01/01/2015","12/31/2015"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340014","NOVANT HEALTH FORSYTH MEDICAL CENTER","3333 SILAS CREEK PARKWAY","WINSTON-SALEM","NC","27103","FORSYTH","3367185000","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340015","NOVANT HEALTH ROWAN MEDICAL CENTER","612 MOCKSVILLE AVE","SALISBURY","NC","28144","ROWAN","7042105000","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","Nursing care registry","SM_PART_NURSE","N","","01/01/2015","12/31/2015"
"340016","HARRIS REGIONAL HOSPITAL","68 HOSPITAL RD","SYLVA","NC","28779","JACKSON","8285867000","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","HENDERSONVILLE","NC","28791","HENDERSON","8286961000","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","Nursing care registry","SM_PART_NURSE","N","","01/01/2015","12/31/2015"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","SANFORD","NC","27330","LEE","9197742100","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","General Surgery Registry","SM_PART_GEN_SURG","Y","","01/01/2015","12/31/2015"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340021","CAROLINAS HEALTHCARE SYSTEM CLEVELAND","201 E GROVER ST","SHELBY","NC","28150","CLEVELAND","7044873000","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","Nursing care registry","SM_PART_NURSE","N","","01/01/2015","12/31/2015"
"340023","PARK RIDGE HEALTH","100 HOSPITAL DRIVE","HENDERSONVILLE","NC","28792","HENDERSON","8286848501","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","Nursing care registry","SM_PART_NURSE","N","","01/01/2015","12/31/2015"
"340024","SAMPSON REGIONAL MEDICAL CENTER","607 BEAMAN ST","CLINTON","NC","28328","SAMPSON","9105928511","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","No","","01/01/2015","12/31/2015"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","Nursing care registry","SM_PART_NURSE","N","","01/01/2015","12/31/2015"
"340027","LENOIR MEMORIAL HOSPITAL","100 AIRPORT RD","KINSTON","NC","28501","LENOIR","2525227000","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","Multispecialty surgical registry","ACS_REGISTRY","Y","","07/01/2015","06/30/2016"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","General Surgery Registry","SM_PART_GEN_SURG","Y","","01/01/2015","12/31/2015"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340030","DUKE UNIVERSITY HOSPITAL","PO BOX 3814 DUMC  ERWIN RD","DURHAM","NC","27710","DURHAM","9196848111","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340032","CAROMONT REGIONAL MEDICAL CENTER","2525 COURT DR","GASTONIA","NC","28052","GASTON","7048344891","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","General Surgery Registry","SM_PART_GEN_SURG","N","","01/01/2015","12/31/2015"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","Nursing care registry","SM_PART_NURSE","Y","","01/01/2015","12/31/2015"
"340037","CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN","706 W KING ST","KINGS MOUNTAIN","NC","28086","CLEVELAND","7047393601","Safe surgery checklist use (inpatient)","SM_SS_CHECK","Y","","01/01/2015","12/31/2015"
"340039","IREDELL MEMORIAL HOSPITAL INC","557 BROOKDALE DR  P O BOX 1828","STATESVILLE","NC","28677","IREDELL","7048735661","Able to receive lab results electronically","OP_12","Yes","","01/01/2015","12/31/2015"
"340039","IREDELL MEMORIAL HOSPITAL INC","557 BROOKDALE DR  P O BOX 1828","STATESVILLE","NC","28677","IREDELL","7048735661","Able to track patients� lab results, tests, and referrals electronically between visits","OP_17","Yes","","01/01/2015","12/31/2015"
"340039","IREDELL MEMORIAL HOSPITAL INC","557 BROOKDALE DR  P O BOX 1828","STATESVILLE","NC","28677","IREDELL","7048735661","Safe surgery checklist use (outpatient)","OP_25","Yes","","01/01/2015","12/31/2015"
