"Provider ID","Hospital Name","Address","City","State","ZIP Code","County Name","Phone Number","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"340049","NORTH CAROLINA SPECIALTY HOSPITAL","3916 BEN FRANKLIN BOULEVARD","DURHAM","NC","27704","DURHAM","9199569300","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.84","","01/01/2015","12/31/2015"
"340050","SOUTHEASTERN REGIONAL MEDICAL CENTER","300 W 27 ST  PO BOX 1408","LUMBERTON","NC","28359","ROBESON","9106715000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.91","","01/01/2015","12/31/2015"
"340051","WATAUGA MEDICAL CENTER","336 DEERFIELD ROAD","BOONE","NC","28607","WATAUGA","8282624100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.93","","01/01/2015","12/31/2015"
"340053","NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER","200 HAWTHORNE LANE BOX 33549","CHARLOTTE","NC","28233","MECKLENBURG","7043844000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.99","","01/01/2015","12/31/2015"
"340060","MOREHEAD MEMORIAL HOSPITAL","117 E KINGS HIGHWAY","EDEN","NC","27288","ROCKINGHAM","3366239711","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.97","","01/01/2015","12/31/2015"
"340061","UNIVERSITY OF NORTH CAROLINA HOSPITAL","101 MANNING DRIVE","CHAPEL HILL","NC","27514","ORANGE","9199664141","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.97","","01/01/2015","12/31/2015"
"340064","WILKES REGIONAL MEDICAL CENTER","1370 WEST D ST","NORTH WILKESBORO","NC","28659","WILKES","3366518100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","1.01","","01/01/2015","12/31/2015"
"340068","COLUMBUS REGIONAL HEALTHCARE SYSTEM","500 JEFFERSON ST","WHITEVILLE","NC","28472","COLUMBUS","9106428011","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.94","","01/01/2015","12/31/2015"
"340069","WAKEMED, RALEIGH CAMPUS","3000 NEW BERN AVE","RALEIGH","NC","27610","WAKE","9193508000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","1.02","","01/01/2015","12/31/2015"
"340070","ALAMANCE REGIONAL MEDICAL CENTER","1240 HUFFMAN MILL RD","BURLINGTON","NC","27216","ALAMANCE","3365387000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.91","","01/01/2015","12/31/2015"
"340071","BETSY JOHNSON REGIONAL  HOSPITAL","800 TILGHMAN DR","DUNN","NC","28334","HARNETT","9108927161","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.92","","01/01/2015","12/31/2015"
"340073","DUKE HEALTH RALEIGH HOSPITAL","3400 WAKE FOREST RD","RALEIGH","NC","27609","WAKE","9199543000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.99","","01/01/2015","12/31/2015"
"340075","CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE","2201 S STERLING ST","MORGANTON","NC","28655","BURKE","8285805000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.95","","01/01/2015","12/31/2015"
"340084","CAROLINAS HEALTH CARE SYSTEM ANSON","2301 US HIGHWAY 74 WEST","WADESBORO","NC","28170","ANSON","7046945131","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.82","","01/01/2015","12/31/2015"
"340085","NOVANT HEALTH THOMASVILLE MEDICAL CENTER","207 OLD LEXINGTON RD BOX 789","THOMASVILLE","NC","27360","DAVIDSON","3364722000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.97","","01/01/2015","12/31/2015"
"340087","THE MCDOWELL HOSPITAL","430 RANKIN DRIVE P O BOX 730","MARION","NC","28752","MCDOWELL","8286595000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.89","","01/01/2015","12/31/2015"
"340090","JOHNSTON HEALTH","509 BRIGHT LEAF BLVD","SMITHFIELD","NC","27577","JOHNSTON","9199348171","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340091","MOSES H CONE MEMORIAL HOSPITAL, THE","1200 N ELM ST","GREENSBORO","NC","27401","GUILFORD","3368327000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.94","","01/01/2015","12/31/2015"
"340096","LEXINGTON MEMORIAL HOSPITAL INC","250 HOSPITAL DRIVE PO BOX 1817","LEXINGTON","NC","27293","DAVIDSON","3362485161","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.91","","01/01/2015","12/31/2015"
"340097","HUGH CHATHAM MEMORIAL HOSPITAL","180 PARKWOOD DR","ELKIN","NC","28621","SURRY","3365277000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.95","","01/01/2015","12/31/2015"
"340098","CAROLINAS HEALTHCARE SYSTEM PINEVILLE","10628 PARK RD","CHARLOTTE","NC","28210","MECKLENBURG","7043795000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340099","VIDANT ROANOKE CHOWAN HOSPITAL","500 S ACADEMY ST","AHOSKIE","NC","27910","HERTFORD","2522093000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.89","","01/01/2015","12/31/2015"
"340106","SANDHILLS REGIONAL MEDICAL CENTER","1000 WEST HAMLET AVENUE","HAMLET","NC","28345","RICHMOND","9109582361","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.84","","01/01/2015","12/31/2015"
"340107","VIDANT EDGECOMBE HOSPITAL","111 HOSPITAL DR","TARBORO","NC","27886","EDGECOMBE","2526417700","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.93","","01/01/2015","12/31/2015"
"340109","SENTARA ALBEMARLE MEDICAL CENTER","1144 N ROAD ST","ELIZABETH CITY","NC","27909","PASQUOTANK","2523350531","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.91","","01/01/2015","12/31/2015"
"340113","CAROLINAS MEDICAL CENTER/BEHAV HEALTH","1000 BLYTHE BLVD","CHARLOTTE","NC","28203","MECKLENBURG","7043552000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.99","","01/01/2015","12/31/2015"
"340114","REX HOSPITAL","4420 LAKE BOONE TRAIL","RALEIGH","NC","27607","WAKE","9197843100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.95","","01/01/2015","12/31/2015"
"340115","FIRSTHEALTH MOORE REGIONAL HOSPITAL","155 MEMORIAL DRIVE","PINEHURST","NC","28374","MOORE","9107151000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.92","","01/01/2015","12/31/2015"
"340116","FRYE REGIONAL MEDICAL CENTER","420 N CENTER ST","HICKORY","NC","28601","CATAWBA","8283226070","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340119","CAROLINAS HEALTHCARE SYSTEM STANLY","301 YADKIN ST","ALBEMARLE","NC","28001","STANLY","7049844000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.97","","01/01/2015","12/31/2015"
"340120","VIDANT DUPLIN  HOSPITAL","401 N MAIN ST","KENANSVILLE","NC","28349","DUPLIN","9102960941","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.89","","01/01/2015","12/31/2015"
"340123","RANDOLPH HOSPITAL","364 WHITE OAK STREET","ASHEBORO","NC","27204","RANDOLPH","3366255151","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.93","","01/01/2015","12/31/2015"
"340126","WILSON MEDICAL CENTER","1705 S TARBORO ST","WILSON","NC","27893","WILSON","2523998040","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340127","GRANVILLE HEALTH SYSTEMS","COLLEGE ST BOX 947","OXFORD","NC","27565","GRANVILLE","9196903000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.92","","01/01/2015","12/31/2015"
"340129","LAKE NORMAN REGIONAL MEDICAL CENTER","171 FAIRVIEW ROAD","MOORESVILLE","NC","28117","IREDELL","7046604000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340130","CAROLINAS HEALTHCARE SYSTEM UNION","600 HOSPITAL DR","MONROE","NC","28110","UNION","7042833100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.98","","01/01/2015","12/31/2015"
"340131","CAROLINA EAST MEDICAL CENTER","2000 NEUSE BLVD","NEW BERN","NC","28560","CRAVEN","2526338640","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.9","","01/01/2015","12/31/2015"
"340132","MARIA PARHAM MEDICAL CENTER","PO BOX 59","HENDERSON","NC","27536","VANCE","2524313708","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","WILLIAMSTON","NC","27892","MARTIN","2528096179","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340141","NEW HANOVER REGIONAL MEDICAL CENTER","2131 S 17TH ST BOX 9000","WILMINGTON","NC","28402","NEW HANOVER","9103437000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.98","","01/01/2015","12/31/2015"
"340142","CARTERET GENERAL HOSPITAL","3500 ARENDELL ST","MOREHEAD CITY","NC","28557","CARTERET","2528086000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.92","","01/01/2015","12/31/2015"
"340143","CATAWBA VALLEY MEDICAL CENTER","810 FAIRGROVE CHURCH RD","HICKORY","NC","28602","CATAWBA","8283263809","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","1","","01/01/2015","12/31/2015"
"340144","DAVIS REGIONAL MEDICAL CENTER","218 OLD MOCKSBVILLE RD PO BOX 1823","STATESVILLE","NC","28687","IREDELL","7048730281","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.9","","01/01/2015","12/31/2015"
"340145","CAROLINAS HEALTHCARE SYSTEM LINCOLN","433 MCALISTER RD","LINCOLNTON","NC","28092","LINCOLN","9802122000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","1","","01/01/2015","12/31/2015"
"340147","NASH GENERAL HOSPITAL","2460 CURTIS ELLIS DRIVE","ROCKY MOUNT","NC","27804","NASH","2524438000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340148","NOVANT HEALTH MEDICAL PARK HOSPITAL","1950 S HAWTHORNE RD","WINSTON-SALEM","NC","27103","FORSYTH","3367180600","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.89","","01/01/2015","12/31/2015"
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","ROANOKE RAPIDS","NC","27870","HALIFAX","2525358005","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340155","DUKE REGIONAL HOSPITAL","3643 N ROXBORO ROAD","DURHAM","NC","27704","DURHAM","9196201078","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.95","","01/01/2015","12/31/2015"
"340156","CHEROKEE INDIAN HOSPITAL AUTHORITY","CALLER BOX C268","CHEROKEE","NC","28719","SWAIN","7044979163","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.78","","01/01/2015","12/31/2015"
"340158","NOVANT HEALTH BRUNSWICK MEDICAL CENTER","1 MEDICAL CENTER DR  PO BOX 139","SUPPLY","NC","28462","BRUNSWICK","9107558121","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.92","","01/01/2015","12/31/2015"
"340159","PERSON MEMORIAL HOSPITAL","615 RIDGE RD","ROXBORO","NC","27573","PERSON","3365992121","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.93","","01/01/2015","12/31/2015"
"340166","CAROLINAS MED CTR-UNIVERSITY","8800 NORTH TYRON STREET","CHARLOTTE","NC","28262","MECKLENBURG","7045486000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.95","","01/01/2015","12/31/2015"
"340168","WILMINGTON TREATMENT CENTER","2520 TROY DRIVE","WILMINGTON","NC","28401","NEW HANOVER","9197622727","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","01/01/2015","12/31/2015"
"340171","NOVANT HEALTH MATTHEWS MEDICAL CENTER","1500 MATTHEWS TWNSHP PRKWY BOX 3310","MATTHEWS","NC","28106","MECKLENBURG","7043846500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.95","","01/01/2015","12/31/2015"
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","CARY","NC","27518","WAKE","9193502550","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.96","","01/01/2015","12/31/2015"
"340183","NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER","10030 GILEAD ROAD","HUNTERSVILLE","NC","28078","MECKLENBURG","7043164000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.94","","01/01/2015","12/31/2015"
"340184","HAYWOOD REGIONAL MEDICAL CENTER","262 LEROY GEORGE DRIVE","CLYDE","NC","28721","HAYWOOD","8284567311","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.92","","01/01/2015","12/31/2015"
"340186","VIDANT BEAUFORT HOSPITAL","628 E 12TH ST","WASHINGTON","NC","27889","BEAUFORT","2529754100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.9","","01/01/2015","12/31/2015"
"340187","DAVIE MEDICAL CENTER","223 HOSPITAL STREET","MOCKSVILLE","NC","27028","DAVIE","3367518100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"340188","CAPE FEAR VALLEY HOKE HOSPITAL","210 MEDICAL PAVILION DRIVE","RAEFORD","NC","28376","HOKE","9100000000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","0.84","","01/01/2015","12/31/2015"
"340189","CAROLINAS  CONTINUECARE HOSPITAL AT UNIVERSITY","8800 NORTH TRYON ST 4TH FLOOR","CHARLOTTE","NC","28217","MECKLENBURG","7040000000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.","01/01/2015","12/31/2015"
"341302","OUR COMMUNITY HOSPITAL","921 JUNIOR HIGH ROAD","SCOTLAND NECK","NC","27874","HALIFAX","2528264144","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341303","FIRSTHEALTH MONTGOMERY MEMORIAL HOSP","520 ALLEN STREET","TROY","NC","27371","MONTGOMERY","9105721301","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341304","VIDANT BERTIE  HOSPITAL","1403 SOUTH KINGS STREET","WINDSOR","NC","27983","BERTIE","2527946600","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341305","SWAIN COUNTY HOSPITAL","45 PLATEAU STREET","BRYSON CITY","NC","28713","SWAIN","8284882155","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341307","PENDER MEMORIAL HOSPITAL","507 E FREMONT ST","BURGAW","NC","28425","PENDER","9102595451","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341311","CHATHAM HOSPITAL INC","475 PROGRESS BLVD","SILER CITY","NC","27344","CHATHAM","9196632113","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341314","WASHINGTON COUNTY HOSP INC","958 US HWY 64 EAST","PLYMOUTH","NC","27962","WASHINGTON","2527934135","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341315","CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL","501 SOUTH POPLAR STREET","ELIZABETHTOWN","NC","28337","BLADEN","9108625100","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341316","HIGHLANDS CASHIERS HOSPITAL INC","190 HOSPITAL DRIVE","HIGHLANDS","NC","28741","MACON","8285261200","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341317","LIFEBRITE COMMUNITY HOSPITAL OF STOKES","1570 NC 8 & 89 HWY NORTH","DANBURY","NC","27016","STOKES","3365932831","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341318","VIDANT CHOWAN HOSPITAL","211 VIRGINIA RD","EDENTON","NC","27932","CHOWAN","2524828451","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341319","TRANSYLVANIA REGIONAL HOSPITAL, INC","90 HOSPITAL DRIVE PO BOX 1116","BREVARD","NC","28712","TRANSYLVANIA","8288835302","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341320","ALLEGHANY COUNTY MEMORIAL HOSPITAL","617 DOCTORS STREET","SPARTA","NC","28675","ALLEGHANY","3363725511","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341322","ST LUKES HOSPITAL","101 HOSPITAL DRIVE","COLUMBUS","NC","28722","POLK","8288943311","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341323","CHARLES A CANNON JR MEMORIAL HOSPITAL","434 HOSPITAL DRIVE","LINVILLE","NC","28646","AVERY","8287377000","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341324","THE OUTER BANKS HOSPITAL, INC","4800 SOUTH CROATAN HIGHWAY","NAGS HEAD","NC","27959","DARE","2524494500","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341325","ASHE MEMORIAL HOSPITAL","200 HOSPITAL AVE","JEFFERSON","NC","28640","ASHE","3362467101","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341326","ANGEL MEDICAL CENTER","120 RIVERVIEW ST PO BOX 1209","FRANKLIN","NC","28734","MACON","8285248411","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341327","J ARTHUR DOSHER MEMORIAL HOSPITAL","924 HOWE ST","SOUTHPORT","NC","28461","BRUNSWICK","9104573800","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341328","MURPHY MEDICAL CENTER INC","3990 EAST US HIGHWAY 64 ALT","MURPHY","NC","28906","CHEROKEE","8288378161","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"341329","BLUE RIDGE REGIONAL HOSPITAL, INC","125 HOSPITAL DR","SPRUCE PINE","NC","28777","MITCHELL","8287654201","Medicare hospital spending per patient (Medicare Spending per Beneficiary)","MSPB_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
